gene	logFC	logCPM	LR	PValue	FDR
MERTK	0.613015004089898	5.77952635611798	25.6332706872828	4.12859230868533e-07	0.000342714447543969
CEBPD	0.195292795463651	8.4027089281231	25.2260019191576	5.09900910500174e-07	0.000407711472630974
LYPD2	0.170101878363351	9.80456850081796	25.1737543641029	5.23903430277123e-07	0.000407711472630974
CXCR4	0.261814755493564	7.11242945549983	24.8598284115601	6.1653899594533e-07	0.000465262745940199
LINC00152	0.302109956377857	6.75853896041172	24.7465660900784	6.53851881526516e-07	0.000469576112449469
CD47	0.206037799756679	8.02289473927991	24.7286233502884	6.59967230282754e-07	0.000469576112449469
CYP4F22	-0.365461648213881	6.41207846262061	24.5159362344612	7.36977607228703e-07	0.000509804259800456
KDM6A	-0.500066035000157	5.97172494499624	24.0574865920204	9.35020126631676e-07	0.000629319086851585
RNF145	0.258096317347873	7.10393538684797	23.8754028146354	1.02776618173585e-06	0.000673538453257047
CDC42	0.16589314697702	9.54482325404311	23.2394838361324	1.43030410920044e-06	0.000913304185420989
HNRNPH1	0.202975972763005	7.9064196222553	22.9804265380576	1.63659253940239e-06	0.00101890160021844
RPLP0	0.165577071801616	9.51619573520316	22.8277742323751	1.77186513745205e-06	0.00107621359799923
SRSF6	0.252278746316006	7.08650559173238	22.6967368097119	1.89689729567566e-06	0.00112472460367169
EEF1D	0.159361607245278	9.93574109686968	22.4405416528625	2.16750209747622e-06	0.00125528615659187
CAPZA1	0.18644802642641	8.28681332881802	22.3653983052766	2.25398547914997e-06	0.00127570455425617
ITGB1	0.207252437572216	7.72986741416045	22.1661272087754	2.50046649905888e-06	0.00138375816057918
ZFP36L2	0.185425330280821	8.22496361936874	21.8733130751493	2.91256416738454e-06	0.00157677359696472
CMPK1	0.242048816179023	7.07731371748305	20.7728306367537	5.17113985153362e-06	0.0027399339515477
ID1	0.571604290493138	5.74766737063317	20.713428902676	5.3340605494586e-06	0.00276737728881599
POLR2L	0.183765711061729	8.0886890531	20.2686528536292	6.72941553972985e-06	0.00342005377930393
MMEL1	0.493816111846573	5.86886592308054	20.1484064514894	7.16599239152797e-06	0.00356909417052442
FTL	0.138166837330768	14.1483166244812	19.8383873213404	8.42731374831983e-06	0.00411500773087076
RPS26	0.14625861123768	10.2939712185879	19.6959907960886	9.07916446144726e-06	0.00434596555040129
RPSAP58	0.229721500577916	7.16030382639044	19.6605064315995	9.24933438426168e-06	0.00434596555040129
GBP2	-0.185642199233592	7.98741150608092	19.6012144142685	9.54085353808981e-06	0.00439992362331575
EIF3E	0.163220720823032	8.82645780650031	19.5521325062923	9.78914027577875e-06	0.00443234473250397
KDM5C	-0.430322737744206	6.02468882323713	19.483920791014	1.01450081785451e-05	0.00451144890482692
LINC00116	0.272827043158675	6.70506935025088	19.3433614003079	1.09198215839985e-05	0.00475648872852053
CD83	-0.21335900824519	7.42568539632799	19.3158937839869	1.1078036632301e-05	0.00475648872852053
RP11-347P5.1	0.200892997574085	7.54108845100758	18.8639754603082	1.40378819337485e-05	0.00592021328002081
TSIX	-0.581931869273775	5.60794009690162	18.8335149352009	1.42638556319017e-05	0.00592021328002081
STK17B	0.169586043504612	8.32628083678637	18.6684968354139	1.5553106825272e-05	0.00634949211917621
ATP5EP2	0.232706143044545	7.04520258290195	18.5901393680051	1.62056630678559e-05	0.00650918753836801
RPL39	0.13401582613852	11.9660080995389	18.2361316272402	1.9514160030115e-05	0.00760757350833256
ZFX	-0.323687827308533	6.36416147599135	18.2325151204188	1.95512470197681e-05	0.00760757350833256
PTPRE	0.232170425779936	7.01654536632805	18.1823478075198	2.00730731176214e-05	0.00769045753612503
C1QB	-0.246946190879595	6.88349600566059	18.1176066080834	2.07672282106988e-05	0.00783585278986413
CHP1	0.205667087584911	7.36269790735319	18.0426973656952	2.16005595951045e-05	0.00802863784472965
RP11-350J20.12	-0.560515960925319	5.70554317885721	17.9700862637319	2.2440383369467e-05	0.0082181303977917
RPS21	0.13981563012509	10.3339830705473	17.9381721072994	2.28198091270126e-05	0.00823596676362311
RPL37	0.13409872183676	11.4517243235241	17.8843988933081	2.34737539681887e-05	0.00835095564385434
ETS2	0.241462051075627	6.88800545371174	17.8296776141131	2.41585641283612e-05	0.00847353130265605
LIPA	0.224258829456789	7.09437924297728	17.7988633097962	2.45529883255979e-05	0.00849226483711617
CD69	0.344963252141624	6.22784372478645	17.7254206798004	2.5519345934289e-05	0.00870559276440545
FIS1	0.191429512719728	7.61576841774123	17.6896970468242	2.60031229899021e-05	0.0087507536732099
SEC11A	0.156180884930404	8.76576986638664	17.6585438467517	2.64325232104478e-05	0.00877665500679708
ATF7IP2	0.374602598435309	6.10659856427232	17.4886998074079	2.89020449596618e-05	0.00946054497568321
NDUFB1	0.165804370354954	8.28112940313402	17.4658203637159	2.92519761927321e-05	0.00946054497568321
LILRA5	0.1583680376302	8.59199202497093	17.3171746901546	3.1631502904248e-05	0.0100686197046508
CELF2	0.175027107304588	7.94718115909758	17.2986857679855	3.19407684482757e-05	0.0100686197046508
RPS5	0.136724687533732	10.3608666913688	17.2336969715768	3.3052157154342e-05	0.010252355930478
RPSA	0.140971855356572	9.79960297448424	17.2168233372122	3.33470196509945e-05	0.010252355930478
RPS10	0.140145765007113	9.87988048300639	17.1628067431961	3.43088436772781e-05	0.0104194284645763
YWHAZ	0.155212212261347	8.64907971917703	17.0321344892345	3.67525331374186e-05	0.010950569670135
SKP1	0.158047813122242	8.55580394286481	17.0226159199879	3.69372305461726e-05	0.010950569670135
C1orf56	0.184923145859645	7.64146022789714	16.9427755895449	3.85236428991976e-05	0.0112865209308084
SET	0.179218507612031	7.77422427266684	16.9000018940715	3.94015434086649e-05	0.0113281650357121
ANXA1	-0.146245045336297	9.21844379861398	16.8635072848097	4.01664534524217e-05	0.0113281650357121
RPL37A	0.130369093640121	11.3696532372723	16.8518292318608	4.04143590310277e-05	0.0113281650357121
HCG27	0.524929982278431	5.58936063690715	16.830154689111	4.08785574285402e-05	0.0113281650357121
RPS8	0.129945658822761	11.4726881890842	16.8272931156994	4.09402422685657e-05	0.0113281650357121
RPS28	0.129430445283187	11.5629328159078	16.760313641249	4.24111049477903e-05	0.0116061950166464
MEG3	-0.173482411051687	7.93770113641967	16.6350159683134	4.5306805509528e-05	0.0121552042250218
COX4I1	0.137593696434055	9.91757240193638	16.6313905710745	4.53934864444856e-05	0.0121552042250218
SERPING1	-0.51859111401587	5.73390217077807	16.3943364799889	5.14386957207822e-05	0.0136274238248366
RPS27	0.125735717481006	12.9876933481573	16.3234982673682	5.33976862621929e-05	0.0139975008524988
KIAA1432	0.374055192004853	6.05297869403694	16.271181915357	5.48924782466536e-05	0.014239451935171
HNRNPA1	0.137700219997241	9.63519958616352	16.1016668612162	6.00311753288351e-05	0.0154119212290101
TAPBP	0.193718500130616	7.39326308596095	16.0507137732503	6.16683762321051e-05	0.0155426527292541
HDHD1	-0.407818668728917	5.96299959769904	16.0470245774835	6.17886447494742e-05	0.0155426527292541
PSMA2.1	0.18694576368079	7.49618704077083	15.8671986755077	6.79462060821212e-05	0.0169206437006307
RP11-134L10.1	-0.414969985478002	5.56475248548003	15.8444870469237	6.87665836978671e-05	0.0169553884537424
ALS2CL	-0.403206823905139	5.56533995572491	15.7913229858823	7.07261224498e-05	0.0172675747781115
HIST1H2BD	-0.443643514171663	5.87504190046959	15.7101388926633	7.38273729668882e-05	0.0178497385339264
CIRBP	0.140660243534996	9.21718280886218	15.691760559846	7.45482099231305e-05	0.0178507122280358
RPS7	0.127778706330764	10.8399615037396	15.6688115451154	7.54582677347104e-05	0.0178965451561666
JPX	-0.291850421135621	6.40849486267864	15.5816638204484	7.90171590661285e-05	0.0183784430423886
PLAC8	0.155386136920039	8.31917531535083	15.5715893043403	7.94393185981827e-05	0.0183784430423886
RPL10A	0.127930749674022	10.7390659257052	15.5652973309352	7.97041259518119e-05	0.0183784430423886
SERPINB1	0.174425106344994	7.72761167375242	15.5086885925026	8.21268918197045e-05	0.0187633576787716
AC004951.6	0.308379762026079	6.28804430406546	15.4674509691268	8.39383245368967e-05	0.0190028735994758
VMO1	0.144186284663929	8.90576346656601	15.3845406175174	8.77028939928561e-05	0.0196762627847216
HNRNPD	0.199399371461403	7.22038401356411	15.3505290806173	8.92959183186404e-05	0.0196920143922598
NBEAL1	0.190950574038576	7.36628539332441	15.3492878789802	8.93546009045238e-05	0.0196920143922598
PTMA	0.122263879502863	11.8459721708155	15.1261132177322	0.00010056260751778	0.0219676369738183
ARL4C	0.299038235336858	6.32709582565254	15.0815502626165	0.000102964731285492	0.0222967887235009
RPL36A	0.131003715513872	9.94012782154352	15.0562490482268	0.000104354184718848	0.0224028643280471
CMTM6	0.145288561801688	8.69084955023758	15.0386292177254	0.000105332935706073	0.0224197102383619
LL21NC02-1C16.2	0.495175389568277	5.59188821504173	15.0191662752944	0.000106424811613775	0.0224601447764223
EIF5A	0.157790779393568	8.08776860134463	14.9250002182614	0.000111870625258834	0.0234110435363087
RPL36	0.123924727537729	11.0509373721033	14.8987126999614	0.000113440369493439	0.0235417126791259
USP9Y	0.489302289900021	5.58648251002074	14.7076263741305	0.000125537563512813	0.0258368755715668
PRKCB	0.171727536585251	7.65205273880757	14.6501360519219	0.000129425301357814	0.0264186744238823
SMDT1	0.159633327970589	7.97695335231177	14.5851345058395	0.000133967206077404	0.0271234579914276
RASSF3	0.228927341408263	6.77484134657328	14.5621505314007	0.000135611303799476	0.0272349056332125
RSL24D1	0.152790934112856	8.19640095417879	14.5297752603788	0.000137961704954845	0.027485282707924
SMC1A	-0.243022116298464	6.67170307983553	14.5002274265164	0.000140142622418551	0.0276981883022951
TXNIP	0.131055820854965	9.59904635055046	14.4739478432739	0.000142111462702361	0.0277663219675564
RPS15A	0.119242886570299	12.0513471053078	14.4659348426428	0.000142717311643064	0.0277663219675564
PPP1CB	0.160238669096647	7.90649709743258	14.394423417566	0.000148240663713901	0.0286173430113742
RPS29	0.11858331525148	11.943487879444	14.2427324632122	0.000160680087511042	0.0306535496519886
RPL34	0.118030918835211	12.195827362293	14.235794100932	0.000161273568476948	0.0306535496519886
RP11-756H6.1	-0.246789302239029	5.5517607056087	14.221755134603	0.000162481169098602	0.0306535496519886
NPM1	0.147375700868931	8.37441944531548	14.2003247598359	0.000164342146875239	0.030771522433339
CTSD	0.150083437762156	8.24116092332666	14.0848645097882	0.000174744278561948	0.0324750505151357
RPS16	0.118597840957022	11.3824556493442	13.9743857107651	0.000185318186404912	0.0339887819344402
BEST1	0.199089815965995	7.07394883254973	13.971334640265	0.000185619176126726	0.0339887819344402
EIF4B	0.169244551062791	7.61338919843279	13.9428923688949	0.000188448822001	0.0342550438999337
CD99	0.292710999723728	6.28381628841523	13.8349899195439	0.000199584652829946	0.0360163522422039
KRTCAP2	0.17926787590129	7.39812790726341	13.7560545131269	0.000208148836521468	0.0372915861575117
PABPC1	0.123007841070181	10.1291604332749	13.7227884861195	0.000211868084380732	0.0376867921809526
RPL18	0.119297125624825	10.8104556068783	13.6164839088069	0.000224208198887524	0.039598984233305
RP11-362F19.1	-0.200462273712364	7.02938116316042	13.4608928431871	0.000243587810951612	0.0427187834938591
NDUFS8	0.204241525220511	6.96362129042023	13.446935374889	0.00024540672881728	0.0427368095645925
SLC25A5	0.134381451320169	8.89041486622965	13.4122881985655	0.000249981289214725	0.0432311392035715
RPL38	0.117084925829133	11.0040655921626	13.2591518461813	0.000271252347761555	0.0465861876986621
RPL5	0.119201014987811	10.4663180382099	13.2196385018456	0.000277031044443836	0.0472527678067455
HIST1H2BK	-0.181722106645479	7.28022587168268	13.0746905490309	0.000299312663754387	0.0507060086086769
ISG20	0.234320709505897	6.63812703140155	13.0539242615525	0.000302649613821589	0.0509248873851285
RPL27	0.116213654623405	10.8668552363977	12.9754045309901	0.000315609661081764	0.0527491771135514
THUMPD1	0.256093160566928	6.4397091359758	12.8497649890742	0.000337521630694201	0.0560353411278512
PTRHD1	0.210808860528216	6.8281840195745	12.8120806439634	0.000344388363462625	0.0567967113596672
RPL35A	0.113936560107289	11.2139393001918	12.7638822256599	0.000353376699771109	0.0578956575947364
AIM2	-0.39108658462699	5.87549432099548	12.7028758117277	0.000365093672004355	0.0590887127791697
TPPP3	-0.155494982598428	7.83167329720439	12.7012857840248	0.000365404239167656	0.0590887127791697
FAM117B	0.309333419228328	6.13874807459103	12.666881722382	0.000372189753001603	0.0597976865741865
RHOB	0.143775646478512	8.12983202263859	12.6539584079858	0.000374771332601514	0.0598264775370225
ATP5I	0.13535191013939	8.58866919613783	12.6257101092095	0.000380477319731711	0.0603504884922217
VAPA	0.151383698019353	7.88058085498679	12.6067271674041	0.000384360913804923	0.0605806318764811
SUMO1	0.152882615093446	7.82806537462785	12.5559334813063	0.000394950258731678	0.0616155843729139
BDH1	-0.363224918923305	6.00158402282086	12.5515597250801	0.000395875737849505	0.0616155843729139
AGFG1	0.285540871288664	6.24048242051882	12.4231323456218	0.000424048399097169	0.0655905421286757
ECE1	0.315600579485546	6.09279991454454	12.3000076865834	0.00045295642849385	0.0696144938456596
KRT10	0.169677515095823	7.37343517339945	12.2889236727301	0.000455654439097399	0.0696144938456596
RPLP2	0.109767414609901	12.1433837264019	12.2704881565961	0.000460177880233648	0.0698768887284056
RNF149	0.144619562307458	8.00683199175875	12.1571038698443	0.000489012508152444	0.0738053241849716
COX14	0.160794045121186	7.53536726943475	12.0476742232059	0.000518570392855024	0.0777949306823413
RPS11	0.11214422103479	10.729857393406	11.9396062161527	0.000549530935278078	0.0812698917989139
RPS12	0.108029674891755	12.2442809148717	11.9223051576901	0.000554658045140294	0.0812698917989139
MGRN1	0.229083367773249	6.57297743160576	11.9195121707824	0.000555490253169097	0.0812698917989139
SUN2	0.177940276658759	7.16813225031987	11.9019966511771	0.000560738057680063	0.0812698917989139
TRAF2	0.41720400953737	5.77148277083083	11.9013492598139	0.00056093297818074	0.0812698917989139
B4GALT5	0.327755409302299	6.02507407281781	11.9000819124698	0.00056131475683304	0.0812698917989139
RPL10	0.107315021740926	12.9241710111251	11.8829608818994	0.00056649812160589	0.0815462585107022
DDB2	-0.27837886701939	6.25280978489931	11.8119451561161	0.000588519145930865	0.083430051493094
HADHA	0.158950166717554	7.55165207723007	11.8060069426667	0.000590399213126031	0.083430051493094
EIF2B5	-0.256160399198393	6.39673905498095	11.8049240969807	0.000590742700532229	0.083430051493094
PIP4K2A	0.196831060778557	6.88308789831794	11.7945903193104	0.00059403082688194	0.083430051493094
UBASH3B	0.257603144816645	6.35460993509824	11.786428048974	0.000596641055700539	0.083430051493094
SLC35F6	0.231305754770665	6.54675211240784	11.7701706036399	0.000601874616784527	0.083430051493094
CSNK1A1	0.16364070344833	7.42608871455795	11.7665817927702	0.00060303615101622	0.083430051493094
APRT	0.14832841918968	7.83696877929746	11.7507934267486	0.000608173068597998	0.0836758780513588
ASAH1	0.122645380958188	9.137908826118	11.7265961354836	0.000616131819027436	0.0843051136771441
CCDC69	0.175179252476596	7.17477424358274	11.6936304035185	0.00062714415155509	0.0853430098698165
SSR1	0.182910870613408	7.04928064885953	11.6582843477408	0.000639172599377725	0.0861396098221837
C6orf62	0.173695983425765	7.19919995624681	11.6561219690529	0.000639915986712605	0.0861396098221837
RNASEH2C	0.183240541254449	7.05439222168487	11.5882211691612	0.000663708687048442	0.0888620292127276
DYRK1A	0.300220676855661	6.12211274003663	11.5574723492125	0.000674775225226587	0.0898605745123941
BEX4	0.268960793887723	6.27114486250932	11.5206875165439	0.000688259301779774	0.0911687308096899
SRGN	0.111519769865214	10.3644771881834	11.5030309691058	0.000694827954936478	0.0914812494133166
NDUFA11	0.138122976863385	8.10806858689199	11.4898699912325	0.000699765314700119	0.0914812494133166
PRSS3	-0.462645290944853	5.64626631916608	11.484899774089	0.000701639105246093	0.0914812494133166
NDUFB10	0.150453573997556	7.70272258880099	11.4424347907601	0.000717856656646752	0.0930596938713564
COX7A2	0.12211045116753	9.04777421429664	11.4306609421142	0.000722419830069561	0.0930596938713564
HSPB1	-0.152562695890234	7.69537891098758	11.4176231534204	0.000727507069779668	0.0930596938713564
MSLN	-0.402356131825901	5.80399019798023	11.4145971929843	0.000728692940806911	0.0930596938713564
CITED2	0.149644117050844	7.70409669324837	11.3925483885848	0.000737393014038879	0.093690297084746
RPS15	0.106606851618229	11.5660325357121	11.3604980978133	0.000750227018867662	0.0948370733546264
USP18	-0.384994346727385	5.8466639245561	11.3392632075874	0.000758854253640977	0.0954431690829356
MCOLN3	0.184582803231795	5.54796887698554	11.3045212516947	0.000773185821843499	0.0967570176953199
MBOAT1	0.235927816304582	6.47093981684659	11.2584269156387	0.000792623539784569	0.0986935200562756
GBP1	-0.183776984041989	7.00531075874789	11.2186928826468	0.000809775102281405	0.100327509313999
LPXN	0.258670467734341	6.31154436636067	11.1894000319712	0.000822659411669699	0.100926402589608
CTC-336P14.1	0.318185755321505	5.55772400449038	11.1892757368645	0.000822714521370535	0.100926402589608
TOB1	0.174723979785018	7.11938803374283	11.1674127371123	0.000832466372608408	0.10131853482442
ACTR10	0.215034077216997	6.64578261416942	11.1617964627602	0.000834990282196938	0.10131853482442
ATP5E	0.107226583567796	10.9728370616286	11.1463844909855	0.000841956106402217	0.10131853482442
RP11-849F2.8	0.450995663397418	5.6092899429379	11.1458799275055	0.000842185146715455	0.10131853482442
YME1L1	0.18041654379717	7.03364218362959	11.1232475461559	0.000852523865204489	0.102069239496093
MAST3	0.21031363361785	6.67437642010671	11.0874545335325	0.000869137046950829	0.103560382201993
UBE2W	0.234247550253182	6.47003509822973	11.060523181868	0.000881852563365305	0.104575116121363
TMEM161B-AS1	0.359189121463583	5.88816545028798	11.0438245041981	0.000889831054338378	0.104849695228765
RP11-1008C21.1	-0.176382910078814	7.10880716786206	11.0380881178942	0.000892588659538939	0.104849695228765
RPL13A	0.103454685365158	12.2945254260714	10.9521836020674	0.00093493370751322	0.109308235296722
MBNL1	0.148208024282468	7.67231080248091	10.8937737237045	0.000964880464170476	0.112282328033819
PPP2R5C	0.171299486524976	7.14864778979427	10.876888338769	0.000973717002595613	0.112783602398319
TRAM1	0.157481398734495	7.4238381919442	10.8546705646138	0.000985468923045277	0.113616354586095
LYPLA1	0.151935342684732	7.53684805166923	10.8321512560781	0.000997526725746687	0.114476534798478
RPL28	0.102986452410949	12.1459065014395	10.8212290488202	0.00100342856508956	0.114625603469841
SPG11	0.196254999266431	6.79516816636788	10.804364747994	0.00101261066317681	0.115146316644256
RAD21	0.192009588775782	6.83933234094882	10.785140427559	0.00102318141799282	0.11581948569216
CCL3	0.218480830051001	6.58282598912071	10.7679232723081	0.001032743212793	0.115930755845482
PHB2	0.160790635569453	7.34248160208481	10.7583818411639	0.00103808105161271	0.115930755845482
RAB10	0.143205684641077	7.77849741416111	10.758294062475	0.00103813028765782	0.115930755845482
RPL15	0.10384972953532	11.4389325965762	10.7376116640299	0.00104979736629776	0.116710284879076
KIAA1467	0.441886445431242	5.61546756862702	10.7069332348183	0.00106734801000558	0.118134077747418
ZFY-AS1	0.180930002781218	5.5481742967687	10.6489489676794	0.00110133474833018	0.121356368308259
ACVR2B	-0.395628775520249	5.81362478892735	10.6261484082079	0.0011149970319685	0.122320577476262
KDM4A-AS1	0.339416534667835	5.56262806597928	10.616904593809	0.00112058473233416	0.122394392935603
PER2	0.410222667133981	5.72994816449992	10.5417383772174	0.00116708596382302	0.126916776231811
RPL12	0.102559974157738	11.5512689777389	10.5234069923681	0.00117871974417157	0.127624599083063
FAM49A	0.158029733017719	7.34360026472404	10.4879996413263	0.00120152386599438	0.129530514436615
JUN	0.121006999980855	8.70360653491297	10.4485111544022	0.00122748353926482	0.131758718009965
ITIH4	0.431220791935248	5.67077227546918	10.4258832222807	0.00124261417723594	0.132810389938655
CBX3	0.144037306986589	7.69476596197156	10.4077558921315	0.00125487146907295	0.133547282881725
CXorf38	-0.271376560209526	6.2124447894794	10.3912684389361	0.00126612615251584	0.133828975792205
SETD9	0.277166704590324	6.15577497311458	10.3881498847765	0.00126826640513032	0.133828975792205
SERPINB9	0.226768025527257	6.45486232757576	10.3384673603623	0.00130286147909716	0.136858986568357
PTAFR	-0.266253542687678	6.23359665639775	10.3312407726157	0.00130797248537401	0.136858986568357
APBA2	-0.427672147058201	5.69250863096094	10.3086981178974	0.00132404655468351	0.137961219043027
FOS	0.102142247910332	11.0614431975762	10.2919711779737	0.00133610283100572	0.138637370002231
ADAM17	0.193367940605657	6.7658083691264	10.2689761395077	0.00135285858897851	0.139793516354074
LSM14A	0.16032144254198	7.25050853196331	10.1736242889128	0.00142463956163584	0.146602475220733
AP000783.1	-0.412274083045356	5.72237708669796	10.1651588933128	0.00143119580264021	0.146671066144646
RBMX	0.157436460377912	7.3047059255106	10.1434286753752	0.00144816553628322	0.147801911270742
MROH6	0.308279911939552	6.01164797875816	10.1108644127871	0.0014739781344676	0.149822357072028
RPS2	0.0994094528706675	12.1159039408771	10.0771031277046	0.001501231700609	0.151972248131163
GPX4	0.113850166268577	9.09649046156732	10.0354745622421	0.00153553981867036	0.154815984228129
GUF1	0.380362503047885	5.78223235751366	10.0216357447	0.00154712006635137	0.155354560533662
RP11-483P21.2	0.339516905847932	5.88736425711607	10.0069403366958	0.0015595139626468	0.155970185589531
PIM3	-0.192209658734988	6.7736900526317	9.95750238126834	0.00160195233780756	0.158799013569103
SAC3D1	-0.272721123338026	6.16009489699328	9.95652254105767	0.001602805168889	0.158799013569103
AC004878.2	0.155219723454042	5.54687522020793	9.95179206859804	0.00160692894106791	0.158799013569103
RPS27A	0.0991589286883195	11.8074361147712	9.92249929096636	0.001632705254617	0.160691371018085
NAMPT	0.121460915163032	8.46032244622392	9.91543540785165	0.00163898358585687	0.160691371018085
RP11-158I9.7	0.292424505248857	5.55701792720327	9.87456329669615	0.00167579366568775	0.163656037869106
SEC61A1	0.230933947190368	6.39585504216605	9.86392007619213	0.00168551583685742	0.163962503458048
CLK1	0.155825480803065	7.29440810661773	9.85265799782701	0.00169586554922247	0.164327392110067
CTSC	0.117778438295954	8.69687996626112	9.8400325828909	0.00170754472976151	0.164817776764539
SKIL	0.195596177058802	6.69145350956428	9.83232990532883	0.00171471010990105	0.164870370142339
KCTD12	0.223033536339818	6.44842465562438	9.82141584959788	0.00172491506026567	0.164963792375698
PWP2	-0.266936506003743	6.1892820730152	9.81713959210776	0.00172893024174024	0.164963792375698
APOBEC3H	-0.427163225335432	5.62877332768311	9.79990693795759	0.00174520701520164	0.165823343907684
COX7C	0.104708123513595	10.067759793924	9.79026580093421	0.00175438101498805	0.165823343907684
GGN	0.154770962549408	5.54692417703094	9.7865652570779	0.00175791522272933	0.165823343907684
PNPLA4	-0.311568147342535	5.98524480872991	9.77608035592687	0.00176796806722424	0.166142297275794
CD302	0.155345131667963	7.28806227937886	9.76044719443541	0.00178306532359075	0.166931111854813
ZSCAN31	-0.171317582803726	5.548663078272	9.75194231498886	0.00179133345991671	0.167077067986164
NINJ1	0.12656078958977	8.12423127913081	9.74495223678423	0.00179815804449974	0.16708779769469
CCDC88A	-0.187470930846133	6.78916590579491	9.72426133821386	0.0018185139113314	0.168351122430803
RPL3	0.0997528691649247	11.0903349961107	9.70077291940038	0.00184190523190888	0.169498430389091
RPL32	0.0976805037662283	11.9946771793672	9.68502233016306	0.00185776129890574	0.169498430389091
GORAB	-0.424581215752412	5.6681080972598	9.68290046230265	0.00185990792498993	0.169498430389091
AMD1	0.168881044390545	7.02170894282667	9.67870209399507	0.00186416269176462	0.169498430389091
ANPEP	-0.254991952637208	6.23887849868681	9.67793736080353	0.0018649387594511	0.169498430389091
AC079210.1	0.408417979603879	5.67565915375503	9.66326162543521	0.00187989562011824	0.169650875972115
CSF1R	0.118363249897008	8.584380730019	9.66292413121369	0.00188024100583479	0.169650875972115
ZNF207	0.155917013462163	7.24603029399652	9.59143325407069	0.00195487291586781	0.175146510217491
RPL22	0.101934045214718	10.4047428750202	9.59111157394432	0.0019552154294849	0.175146510217491
UBA52	0.0986475027343793	11.2487181059586	9.5826946771482	0.00196419909830235	0.175320609838794
MDM4	0.168629284420492	7.00808838322474	9.56655027977104	0.00198154790805978	0.176237455551474
RPL18A	0.0969970206494175	11.9300738416342	9.53792011108465	0.0020126969402822	0.178319727439848
BTG1	0.108383442085153	9.31518687558669	9.52803656589822	0.00202356492752205	0.178319727439848
IFI27L2	0.152986960342392	7.28966902719586	9.51976180916893	0.00203270963587077	0.178319727439848
SDC4	0.160051393519158	5.54732721717955	9.51895592505443	0.00203360248134429	0.178319727439848
TMEM255B	-0.385526005467852	5.76445951602698	9.48821950855074	0.00206795408118256	0.179610954483813
RPS3	0.0980329455631281	11.3100863027881	9.48765263574376	0.00206859312505749	0.179610954483813
RP4-680D5.2	0.290244949092134	5.55781878802326	9.48643609721664	0.00206996522253762	0.179610954483813
