gene	logFC	logCPM	LR	PValue	FDR
CISH	-0.287390254564193	5.58169907283834	36.7753131750565	1.32558223162063e-09	7.33577206978854e-07
S100A4	0.16539924992418	9.02646024792734	36.609345232559	1.44338086688995e-09	7.81402472351313e-07
AIF1	-0.176951198883844	7.85469941958062	35.8061068157513	2.17963620910849e-09	1.15488256415806e-06
CA5B	-0.335953752826102	5.12528342629213	34.5298324809794	4.19768241264749e-09	2.17781010671167e-06
PRKCQ-AS1	-0.166847832970691	8.25706060712326	34.1833184024738	5.01570725804407e-09	2.54910526218513e-06
S100B	-0.182472868031277	7.27225471208414	33.0646817939769	8.91433612468329e-09	4.43987425025976e-06
MMEL1	0.612391789163654	4.05803548247066	32.4060712931428	1.25095031727047e-08	6.10831681391891e-06
LGALS1	0.230348365438277	6.06145784678607	32.006319293142	1.53671871023505e-08	7.35940500788145e-06
NUCB2	-0.1720831824538	7.56006220197659	31.6126678658186	1.88197904214812e-08	8.842815865399e-06
KRT1	0.64741087051902	4.00455428418964	31.1402016598258	2.40047997716606e-08	1.10702134946975e-05
AHSA1	-0.243554393995829	5.76238091663753	30.4578312997928	3.4120313834249e-08	1.54490577348055e-05
C8orf59	-0.186008719543255	6.91892257171948	30.2691141279336	3.7606685453493e-08	1.67235587115774e-05
LTB	-0.14503837078275	10.263693886926	29.8237230427873	4.73166591470964e-08	2.06723993463183e-05
ACVR2B	-0.470328385585235	4.37421174255602	29.7125354629839	5.01097387213073e-08	2.1515221092702e-05
C1orf162	-0.183197764001703	6.93416821837519	29.4451953199916	5.752046408559e-08	2.39074762034237e-05
RAB34	-0.49356841130759	4.31665123270626	29.4424690374071	5.76014364616883e-08	2.39074762034237e-05
ITGA4	-0.23145708314246	5.85172677458546	28.9275726499725	7.51357265841281e-08	3.06738524446646e-05
MAP7D2	-0.625548013394399	3.7552397794123	28.2463826493841	1.06814060726724e-07	4.29030734560903e-05
CD79A	-0.245633369899871	5.6180797061184	28.0018200750137	1.21201401454251e-07	4.79091825462732e-05
PRDM6	-0.486655481042059	4.28663288865337	27.4975848993117	1.57290797170104e-07	6.12033237801108e-05
PIM1	-0.178783682421417	6.85315965126984	27.2693427559893	1.76995590767428e-07	6.78110953366349e-05
AC013264.2	-0.233954749703834	5.69343098629871	27.0631705443861	1.9691400839324e-07	7.33748041993529e-05
ABI3	-0.351763090430011	4.76638501654285	27.0583034173924	1.97410427713795e-07	7.33748041993529e-05
C1orf56	0.166124636816098	7.16452907784777	26.6970317293913	2.3798682646278e-07	8.715567557945e-05
RP11-664D1.1	-0.283231589806958	5.19924362775093	26.4955838039575	2.64141270393934e-07	9.5332029806089e-05
CCDC91	-0.21032678954033	6.0067191120323	26.3028875071477	2.91852001710128e-07	0.000103828434265533
NEAT1	0.148496368103411	8.00077333498354	26.0751909407634	3.28376361076891e-07	0.000115176852392927
CRIP1	0.175567979549407	6.80010617950522	26.0206554458809	3.3778404388392e-07	0.000116831056178351
METTL18	-0.392334112716382	4.5299437061001	25.5605093605425	4.28724555377638e-07	0.000145269791728361
RPS4Y2	0.343273571879965	3.72604597369283	25.5472830453464	4.31673476605176e-07	0.000145269791728361
LBH	-0.15680849510743	7.42971557886115	25.4346684791551	4.57619958802152e-07	0.000151948131120667
FAM173A	-0.18060567797918	6.55780405745768	25.0630913755513	5.5484769212432e-07	0.000181807527328578
ARHGAP10	-0.333035672436646	4.7659863942788	24.5871257652373	7.10246644693714e-07	0.000229704833672825
EPM2AIP1	0.274285458010048	5.13375974565833	24.5204286380335	7.35261323347887e-07	0.000234746317119646
RP11-138A9.2	0.238697955631595	5.45666626044358	23.7722718866924	1.08433342214673e-06	0.000341812091287594
CAMKMT	-0.348295077726841	4.66920808383739	23.707720985841	1.12131776110978e-06	0.000349052202561461
NOB1	-0.218574247079008	5.69996499372923	23.4244526519419	1.29916589978611e-06	0.000399421338300906
GALNT2	-0.252328065284742	5.33831476193069	23.2636699376708	1.41242948780246e-06	0.000428947945545667
CACYBP	-0.181604032269927	6.34043995976334	23.1632926178888	1.48810961820275e-06	0.000446486672555458
AL592183.1	-0.171358734454255	6.64064853426775	23.0971404500485	1.5401958829562e-06	0.000456613072300693
FOSB	0.140404495923092	7.88421317839225	22.9325299239608	1.67788185451579e-06	0.000491579903800078
PCED1B	-0.188982131267833	6.14331658438933	22.885313577362	1.71960739720013e-06	0.000497946314098544
RP11-227G15.9	0.323503680322992	3.725165781155	22.6612473456773	1.93225819551733e-06	0.000553092251068599
CRTAM	-0.227669366008076	5.51036962411054	22.597296037138	1.99765560497879e-06	0.000565313835577122
HBA2	0.271117103023554	4.99827910658961	22.3295088083232	2.29650436898082e-06	0.000641065446133511
COA1	-0.190976057510297	6.03982183033849	22.3125913531637	2.31682488664081e-06	0.000641065446133511
ITGB1	0.232113492354671	5.45399356077409	22.0585382428681	2.64460695732309e-06	0.000723721396244141
HK1	-0.245281654056688	5.31433048343676	21.9579737195317	2.78686609686e-06	0.000754362243588093
NUDC	-0.168603120567685	6.55131460989803	21.8103024538876	3.0097965577578e-06	0.000805945845998308
ALG13	-0.239455687877845	5.36991391206066	21.7750107663783	3.06567166046058e-06	0.000812174695323933
RP11-545E17.3	-0.322101394668839	4.72232564357873	21.6854928377522	3.21211286925234e-06	0.000842013124031484
SAE1	-0.198930837341627	5.81935193560853	21.233320744348	4.06633478835465e-06	0.00105483265869162
CCDC141	-0.35847343367104	4.52143462314952	21.0081977762136	4.57322395032648e-06	0.00117409274262866
CCR7	-0.134888885080888	7.87941474902809	20.9462984402364	4.72339608462713e-06	0.00120027278260683
EXOSC8	-0.203826444390976	5.71916091814843	20.7408645496251	5.25818243266078e-06	0.00132267189010658
EPRS	-0.208623019398981	5.65739158593281	20.7005527766153	5.37004970766332e-06	0.0013373034786994
RPSAP58	0.129360990888606	8.16375582123437	20.5634795772917	5.76861568821966e-06	0.00142030606422169
GYG2	0.285085634566508	3.72413895569688	20.5473521621036	5.81742033291623e-06	0.00142030606422169
CD8A	-0.133615593190464	7.86091474367372	20.5119028981071	5.92615826181123e-06	0.00142843960949067
PTGER2	-0.201833948148317	5.76399324406741	20.4992523781787	5.9654547398719e-06	0.00142843960949067
UQCRB	-0.120902317869179	9.84258199072216	20.4434887390194	6.14181536166711e-06	0.00145666312334853
MEST	-0.305317516328791	4.75438407709194	20.4203098871262	6.21665294229566e-06	0.00146050290775461
NR1H2	-0.195707900120552	5.82125294364105	20.2871440419647	6.66469003789109e-06	0.00155112874779067
PMAIP1	0.291377692344211	4.80788487086198	20.1634371725906	7.10990220678352e-06	0.00163942495051417
EBF4	-0.624934444849665	3.82522873355012	20.1115008970647	7.3056045786621e-06	0.00166909606259103
RP11-1399P15.1	0.408666493060369	4.28205000602817	20.0654748265172	7.48355181023094e-06	0.00168398192709441
SERPINF1	-0.368915553606026	4.4323103081926	20.0457020592701	7.56132789510995e-06	0.00168398192709441
CAP1	-0.145370889459906	7.12209262871527	20.0425945861627	7.57362469720814e-06	0.00168398192709441
ARHGDIB	-0.120858975700925	9.33418878027185	19.9709840050706	7.86262956666924e-06	0.00173277047875012
HNRNPH1	0.130793720840386	7.8653252566903	19.8134558396291	8.53795075322944e-06	0.00186509287375152
BDH1	-0.246636917220168	5.17170664343534	19.6793736998138	9.158459024635e-06	0.00198324439209118
MTRNR2L12	-0.243656251525868	5.19931480174815	19.6160780015384	9.46691896250815e-06	0.00203236795623569
MBD4	-0.196637870223071	5.75537577861722	19.5666938709488	9.71481052281018e-06	0.00206776005512429
ECH1	-0.161535202041031	6.48461551735079	19.5289921995227	9.90843854327788e-06	0.00209110038172245
PDE4B	-0.291926783240032	4.81821556523898	19.4955935308365	1.00832017928728e-05	0.00211010062393204
PITPNA-AS1	-0.190103576229323	5.84303878258959	19.453672992727	1.03069441549038e-05	0.00213894858574642
AC131056.5	0.340300318283424	3.72738170768186	19.3455536393907	1.0907292360676e-05	0.00224482893932161
SLU7	-0.194839064346539	5.75338479374975	19.3089746952996	1.11182526333651e-05	0.00226949053548107
DNTTIP2	-0.196061763734659	5.73344358940448	19.2317701589484	1.15770591811228e-05	0.00234393093323171
PIN4	-0.187126408439117	5.84789587559339	18.9878180908227	1.31555682256172e-05	0.00264204125421408
TMEM223	-0.263162826871614	4.97908244980152	18.9345164941381	1.35282746702193e-05	0.00269515699289976
MGST2	-0.511625988922215	4.01678608198838	18.8406359845261	1.42107025301291e-05	0.00280440320929027
PEX19	-0.307288883418388	4.67893191545151	18.8284397835713	1.43018595181249e-05	0.00280440320929027
SAR1A	0.183747159825318	5.84294056526825	18.7683949734424	1.47592831667345e-05	0.00287148772422804
LY6E	0.128668350823225	7.7637208641142	18.7104845012141	1.52143635919339e-05	0.00293707981806147
FRG1B	0.179413350768852	5.92657485086889	18.6893847838712	1.53836529631929e-05	0.00294099422830467
CCDC90B	-0.227245983560908	5.30034498429055	18.6786092786608	1.54708366023335e-05	0.00294099422830467
CCDC65	-0.290536726917331	4.76946161735941	18.6030756842404	1.60960650609576e-05	0.00303666900161385
GCC2	-0.137800761484645	7.24658150908548	18.4633020418009	1.73207605905587e-05	0.00324314963147882
GNPDA1	-0.294501036190013	4.73230094021653	18.3853167896632	1.80443125491679e-05	0.00335341429411886
MAGED2	-0.207004619343561	5.50221017235342	18.3538595876973	1.83446988049382e-05	0.00338398543955093
CENPC	-0.201411766745735	5.58301416225947	18.221662496215	1.96629654247696e-05	0.00357933663889555
AFAP1	0.493214585785535	3.99476399319891	18.2189327594625	1.96911665071956e-05	0.00357933663889555
KIF2A	-0.159552604318768	6.37412311753142	18.1141253886144	2.08052297914297e-05	0.00375443940214474
SAFB	-0.189533149322263	5.71390207482605	17.8902167907271	2.34021026374982e-05	0.00419268030202603
MTMR14	-0.222169985297441	5.30166479278291	17.8290454503863	2.41665915316143e-05	0.00429871877794136
PLRG1	-0.234047472611311	5.16716620775333	17.8040295568958	2.44864115509135e-05	0.00432471706987517
UCP2	-0.13031943336726	7.47887238883216	17.6840701695814	2.60801590443999e-05	0.00457376197663866
LARP7	-0.171968237001404	6.00017885522073	17.6607544196879	2.64018202807226e-05	0.00459779391923661
SUGT1	-0.190941006161454	5.66840430398776	17.6234069856573	2.69253892143263e-05	0.00465591055241315
MSH2	-0.297226367907163	4.6742918634004	17.6078622286118	2.71463726051014e-05	0.00465591055241315
ATG9B	-0.292450554032792	4.71529386719221	17.5973791343281	2.72964277658242e-05	0.00465591055241315
ELP3	-0.331483537704449	4.49201314326911	17.5640483696385	2.77790854814025e-05	0.0046770480225959
NOSIP	-0.114508753704369	9.02676603144204	17.5628927589089	2.77959726677185e-05	0.0046770480225959
SLC38A9	-0.395906843701622	4.24942675186672	17.5338762911726	2.82233948283814e-05	0.00471709531148444
MXRA8	-0.335951284065346	4.45968371954777	17.3642634515227	3.08573695727155e-05	0.00512294049646222
GIMAP4	-0.13389455109185	7.2235121276353	17.3081358228035	3.17823188742822e-05	0.00524155686706125
KLF6	0.130297713143697	7.40306015396096	17.2559588611057	3.26671415082185e-05	0.00535203832223136
FHIT	-0.152575503555395	6.45394217901461	17.1369575541037	3.47789328346081e-05	0.00565293860882478
TMIGD2	-0.157004092308844	6.31404067649413	17.1153454760049	3.51769323423469e-05	0.00565293860882478
PIGS	-0.287233205065818	4.70926407592141	17.1149241764381	3.51847361509795e-05	0.00565293860882478
PYCR2	-0.172493147033789	5.92366672379518	17.0505500585136	3.6397830360835e-05	0.00578813954400053
MKRN2	-0.283550800472465	4.73149250187625	17.0456901394632	3.64911018113514e-05	0.00578813954400053
ALDOC	-0.245570783727181	5.01665473384095	17.0269774664505	3.6852483987973e-05	0.00580846461235755
PUF60	-0.160810546826223	6.195640363355	16.9887234037717	3.76024862749338e-05	0.00588940072770237
CAT	-0.209087281619478	5.37983778471064	16.9724165617376	3.79268417503457e-05	0.00590307587568037
CCT7	-0.149545573382896	6.51985162605829	16.9418875497778	3.85416679019643e-05	0.00596151028423985
BCL7B	-0.177883715892601	5.82425646540508	16.9146617632955	3.90984173569446e-05	0.00601029560148143
PPDPF	0.112339394216558	8.89618297614461	16.8428567205137	4.06058748888442e-05	0.00620373068930606
GPC3	-0.554816487534309	3.78699550789665	16.8283349255226	4.09177739133218e-05	0.00621326416928935
PAN3	0.190542063031453	5.57353656748472	16.7986707298508	4.15624065498635e-05	0.00627290066855304
SHKBP1	-0.176486131049894	5.8497938309276	16.7652013479897	4.23019970830133e-05	0.00634606405637519
MRPS5	-0.1676758527443	6.0016620670087	16.7467580521917	4.27151879013206e-05	0.00636967858866219
OSBPL10	0.309642178329629	4.51588905818574	16.710614241616	4.35367335976792e-05	0.00645354331418455
HSPA5	-0.16123520263922	6.15397056342455	16.6701029722785	4.44764485885367e-05	0.00655382839763508
CLEC2D	-0.157232113288093	6.24246507575313	16.6371091817512	4.52568339111077e-05	0.00662959373463714
GOLGA4	-0.169083044439372	5.96220762185594	16.5809992801694	4.66157196242603e-05	0.00676901484152445
ITGB7	-0.167492967076286	5.97927646009696	16.5754541574372	4.67522207261055e-05	0.00676901484152445
MRPL20	-0.140863382359463	6.75236843970665	16.5155352198027	4.82530944475458e-05	0.00691365889418817
C9orf38	0.349407899659817	4.33193755461061	16.5044356073884	4.8536394976445e-05	0.00691365889418817
USP10	-0.213809633500833	5.31151480030038	16.5025722244695	4.8584118639639e-05	0.00691365889418817
GS1-251I9.4	-0.156484020880213	6.24361416346087	16.4834733333407	4.90759945648312e-05	0.00694397439004541
ADTRP	-0.246026934225545	4.99734802313461	16.3614398471514	5.23392810830178e-05	0.007348262388402
C11orf48	-0.173625379869744	5.83425408624791	16.3547837671433	5.25234190714193e-05	0.007348262388402
LAIR1	-0.210433164168815	5.3168742951331	16.2633243924461	5.51205911151557e-05	0.00766853676279733
FCGR3A	-0.336199292662516	4.42618633525347	16.2169278076658	5.64871043867371e-05	0.00781499089190508
AC092580.4	0.1499161519309	6.36953755297635	16.192399713811	5.7223241842122e-05	0.0078730960861567
DYNLL1	-0.164978953206837	5.99319207356516	16.1769563771877	5.76916691583013e-05	0.00789393207169878
GRAP2	-0.147523211722509	6.47323936056215	16.1631189648132	5.81146603761619e-05	0.00790835730791016
YIPF3	-0.220265664485929	5.20318419643877	16.1287427032291	5.91790457642609e-05	0.00800943356884451
AP1M1	-0.204194373023959	5.37006741463338	16.0865655887128	6.05117913919806e-05	0.00810318926448518
IMPDH2	-0.142121382443314	6.6388881964158	16.0862287516022	6.05225556436672e-05	0.00810318926448518
HIST1H2AC	-0.290500173886477	4.63526296528906	16.0450047712611	6.18545907383903e-05	0.00823724531100607
REXO2	-0.175622903504172	5.78154782533552	16.0160022732664	6.28093559860734e-05	0.0083199010219212
DNAJA1	-0.152835790986692	6.25114096541846	15.8600459273657	6.82035063673149e-05	0.00898662391039811
AKTIP	-0.174765955270027	5.75940096734776	15.8368830145632	6.90434730731223e-05	0.00902294859504908
SPAG16	-0.29079174365318	4.62591441543621	15.8324930276585	6.92038381582289e-05	0.00902294859504908
MT1F	-0.160495214348385	6.03527076062965	15.7685731356514	7.15817136429455e-05	0.009259935520487
RP11-983P16.4	0.534961433169993	3.77993249862935	15.7637312234423	7.17651510040554e-05	0.009259935520487
RP11-706O15.5	-0.56357347185706	3.8368147439889	15.7257042287059	7.32223540457059e-05	0.00939925918969183
STK17A	-0.126275986262832	7.24050471288753	15.6976237584327	7.43174771178887e-05	0.00941225023096129
LARP1B	0.294751790488923	4.55764243299426	15.6945731322922	7.44374377576075e-05	0.00941225023096129
ACTR10	-0.199823313593501	5.39589080540588	15.6901487618368	7.46117647438529e-05	0.00941225023096129
TSPYL5	0.543126533192805	3.79738096991081	15.6836085998203	7.48702097231943e-05	0.00941225023096129
RP11-498C9.15	0.525836621085134	3.85568963973501	15.6749604228122	7.52133395960847e-05	0.00941225023096129
GRB2	-0.147643261419267	6.38786974305638	15.604180620657	7.80817629519207e-05	0.00972235071395841
MLLT6	-0.151806363149726	6.26400809905895	15.5814812929539	7.90247875323042e-05	0.00979081733292025
AL591479.1	0.249910090560291	4.83432637326976	15.5504667217458	8.03318139109627e-05	0.009868869380079
AQP3	-0.159858507428951	6.04632519194261	15.5477494979407	8.04473551040452e-05	0.009868869380079
GSTM3	-0.277138548834793	4.69509928892766	15.5039119019145	8.23346857625195e-05	0.0100508856840393
PSIP1	-0.123266517328173	7.38440132102034	15.430558575836	8.55929317446919e-05	0.0103976623377466
CMPK1	0.120695776435801	7.48335684806133	15.3966148294369	8.71442686130569e-05	0.0105057342440031
HSD17B10	-0.161400081681886	5.98361459862198	15.3926717217804	8.73263056060975e-05	0.0105057342440031
ALG2	-0.35674564847634	4.29593894458997	15.3698227702185	8.83887051196509e-05	0.0105824227095897
TRUB2	-0.274141298027341	4.69916802778803	15.3605219559636	8.88248773185426e-05	0.0105837603821228
APBB1	-0.177309572087757	5.68980846780403	15.3488590733874	8.93748833570844e-05	0.0105985843821023
STMN1	-0.174646194200103	5.70788896515368	15.2932302162235	9.20457945457547e-05	0.0108635849363646
NT5E	-0.248969416653443	4.86397791514015	15.1324000622835	0.000100228290979878	0.0117735147654335
CYTIP	-0.128807835924687	7.00233297552331	15.0287350779799	0.000105886583191638	0.0123797820714618
LINC00278	0.321792809242376	3.72704556624408	15.0002573970526	0.000107496513501674	0.0124747220569517
BBS7	-0.423070525887901	4.07864271322122	14.9830621021352	0.000108480521929758	0.0124747220569517
BCL2	-0.14737842720564	6.33555533004578	14.9816536076053	0.000108561524255152	0.0124747220569517
RHD	-0.456137190906171	3.7511506840527	14.9792073554692	0.00010870235258236	0.0124747220569517
AK2	-0.199549649001598	5.33414688095574	14.9610318499349	0.000109754473065292	0.0125295961657705
CDK4	-0.203457794345861	5.29350137466898	14.9479546366515	0.000110517804877553	0.0125295961657705
NOP10	-0.142903563397055	6.43321488347939	14.9450185100743	0.000110689923160644	0.0125295961657705
PARVB	0.411666757818607	4.07619013628043	14.9114788389214	0.000112675296853007	0.0126966195363368
HAUS1	-0.225665921292201	5.05102101779746	14.9014431713013	0.000113276294406442	0.0127068448630794
ARHGAP30	-0.133129301214205	6.77558569248924	14.8745711376145	0.000114901492819573	0.0128272248687954
CREBL2	-0.244299406860211	4.88630266948349	14.8667384899991	0.000115379607702292	0.0128272248687954
SRGAP2	-0.404068724878617	4.13394485336812	14.8561266438995	0.000116030564516478	0.0128422628806838
C11orf73	-0.15903185060954	5.96692616149944	14.8230989133189	0.000118080320723231	0.0130113018892505
KLRG1	0.249250302263871	4.82970895289952	14.8135950476553	0.000118676872003286	0.0130194279449244
RP11-309M23.1	-0.528075411602984	3.79234044583122	14.7988323959262	0.000119609535774313	0.0130506779804992
HSPD1	-0.134683670030119	6.69295912397514	14.7925315602664	0.000120009848513605	0.0130506779804992
PAIP2B	-0.376015987468579	4.19826321380612	14.7615839151443	0.000121995720961654	0.0131898956030804
COL19A1	0.411023268007236	3.73718536600691	14.7561262141504	0.000122349350853776	0.0131898956030804
SNX2	-0.195060424149021	5.37991602373808	14.7479298499143	0.000122882370988488	0.0131902572617513
GIMAP6	-0.173874756090937	5.67807624116981	14.7381345132335	0.00012352244141901	0.0132020573332944
HNRNPM	-0.122709035126192	7.2453757689759	14.666410534525	0.000128312612793436	0.0136554230615168
USP11	-0.186565925265202	5.48450992320206	14.6535802546058	0.00012918901322915	0.0136901872189171
MRPL18	-0.163224698739266	5.85114771215587	14.6018772658101	0.000132782203707231	0.0140113356733948
MGMT	-0.158276659318247	5.96325706218108	14.5683540578834	0.000135165559752849	0.0142026495127646
AKR1B1	-0.148982929622098	6.18285413459159	14.5376026183083	0.000137389716590447	0.0143756979506382
LSM2	-0.141988767715635	6.38143870001166	14.4852484111374	0.000141261445017007	0.0147189697291151
SRSF5	-0.103918296276377	8.95619474423795	14.4069754601121	0.000147255833539594	0.0152796334276521
ANAPC10	-0.242304437028048	4.87102709084322	14.3708702428645	0.000150106574732415	0.0155108051060636
PGK1	-0.121414081329885	7.21071857875573	14.2788316165236	0.000157627608082243	0.0161998145684221
RNF114	-0.170045179637632	5.7106895636866	14.2734905565565	0.000158075530664039	0.0161998145684221
TRIP11	-0.199725089014525	5.28347471217741	14.2398689166268	0.000160924757318935	0.0164242181619403
CDK6	-0.204599577450205	5.23735169669541	14.2053248641084	0.000163906035242553	0.0166602122271236
CCT6A	-0.147802966582711	6.16132171902832	14.1749859901801	0.000166570240372194	0.0168621898210925
ARHGAP9	-0.142845815568055	6.30559421823248	14.1585280591079	0.000168033695119491	0.016941470079193
TMEM39B	-0.302222152117401	4.4675923446984	14.13625336605	0.000170035028116324	0.0170119052880455
RPLP1	0.098919546256276	13.5180215518722	14.1355506024825	0.000170098559078156	0.0170119052880455
RP4-610C12.3	0.516514638260226	3.82544004348989	14.1133046523405	0.000172122033396145	0.0171454199906568
IKBKE	-0.206223802712612	5.19698601112887	14.0730040219445	0.000175849697073224	0.017446952215994
ALDH9A1	-0.204455606577546	5.2010282715139	14.0029204710124	0.000182526907798476	0.0180375697813708
POLR3C	-0.285233629314697	4.55078011689939	13.9811953733055	0.000184648181496299	0.0181750737699697
MMP28	-0.255158619482459	4.73538596226094	13.9325036108944	0.000189493172005274	0.0185634513859484
HRASLS2	-0.465891871973301	3.95077893675484	13.9243738447744	0.000190314497312257	0.0185634513859484
C16orf45	0.392878426781424	4.09531246340121	13.9152321370225	0.000191242340276814	0.0185634513859484
MRPL22	-0.17323374122594	5.61532474338084	13.9085302170085	0.000191925449262031	0.0185634513859484
PSAT1	-0.459807164628861	3.95861585350464	13.9046602482323	0.000192321023875625	0.0185634513859484
RNF5	-0.192614403565379	5.33039942553451	13.8968334076239	0.000193123568128499	0.0185689429231815
ADH5	-0.164268026058542	5.75649028021503	13.8627024002058	0.000196662896660183	0.0187879936238984
AP2M1	-0.127474672611417	6.8247892844627	13.8603362897975	0.000196910666820764	0.0187879936238984
LA16c-358B7.3	0.340874727339492	4.24619226200904	13.8402724373971	0.000199024357660033	0.0188682992296512
METTL2A	-0.3202969781138	4.36171213118736	13.8379766603341	0.000199267666441724	0.0188682992296512
IL7R	-0.102586726142411	8.80344349792625	13.8243362732678	0.00020071948058729	0.0189337773676716
PBXIP1	-0.133939951801482	6.56053868121958	13.7799555020703	0.000205517301652559	0.019313197596429
C21orf59	-0.18609250698426	5.40430967047259	13.7353702250354	0.000210453596743476	0.0195519976412633
CEP41	-0.236744373130075	4.85792299011614	13.7341389137066	0.000210591604481419	0.0195519976412633
PRKRIP1	-0.218912507372282	5.03856695806492	13.7249874564791	0.000211620178701271	0.0195519976412633
WDR46	-0.181626378305592	5.46281072123751	13.7204065501655	0.00021213694722879	0.0195519976412633
TPST1	-0.376760271863185	4.14616184297292	13.7145975145844	0.000212794088954744	0.0195519976412633
PIH1D1	-0.158781994148706	5.84371412207976	13.7097449895505	0.000213344598311706	0.0195519976412633
MTX3	-0.330666335907209	4.31569635095771	13.7078996475032	0.000213554325118405	0.0195519976412633
DCTPP1	-0.221226761897251	5.00171969600486	13.6950215679383	0.000215023739345303	0.0195600879210074
CXorf56	-0.306593679722086	4.426052141006	13.6933641508321	0.000215213592352569	0.0195600879210074
COPB2	-0.274242278858957	4.58336333630862	13.6766571088845	0.000217136800216498	0.0196631190392417
VDAC2	-0.126422583194142	6.83398906041102	13.6442692214565	0.000220914553612991	0.0199327359732765
IL16	-0.129258507450085	6.67256355399607	13.5689457743497	0.000229958498401423	0.0206738501288471
